
0 (False) 동화약품(종가:21550) 237916006490 - 76698757654 > 601923178500 * 1 ?(DIV:0.56, BPS: 10772, PER: 63.2, EPS: 341, PBR: 2.0006683995544003)
1 (False) KR모터스(종가:884) 60080183244 - 121952871359 > 81028339912 * 1 ?(DIV:0.0, BPS: 318, PER: 0.0, EPS: 0, PBR: 0.0)
2 (False) 경방(종가:10500) 328282005197 - 673367459188 > 287860335000 * 1 ?(DIV:1.19, BPS: 27050, PER: 6.44, EPS: 1630, PBR: 0.38806654343807767)
3 (False) 메리츠화재(종가:13600) 0 - 0 > 1546048000000 * 1 ?(DIV:6.25, BPS: 21397, PER: 5.05, EPS: 2693, PBR: 0.6355867644996962)
4 (False) 삼양홀딩스(종가:61200) 1458808000000 - 1757928000000 > 524133385200 * 1 ?(DIV:3.27, BPS: 160079, PER: 15.35, EPS: 3987, PBR: 0.3823140449403107)
5 (False) 삼양홀딩스우(종가:48200) 0 - 0 > 14655595600 * 1 ?(DIV:4.25, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
6 (False) 하이트진로(종가:37950) 1161913154423 - 2616385436395 > 2661570537450 * 1 ?(DIV:1.84, BPS: 14488, PER: 0.0, EPS: 0, PBR: 0.0)
7 (False) 하이트진로2우B(종가:21900) 0 - 0 > 24750022200 * 1 ?(DIV:0.0, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
8 (False) 유한양행(종가:62100) 1253369445381 - 518664129729 > 4151807901000 * 1 ?(DIV:0.64, BPS: 24221, PER: 96.43, EPS: 644, PBR: 2.563928822096528)
9 (False) 유한양행우(종가:61900) 0 - 0 > 73100186000 * 1 ?(DIV:0.66, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
10 (False) CJ대한통운(종가:181000) 2567995887615 - 5729652722926 > 4129034264000 * 1 ?(DIV:0.0, BPS: 131146, PER: 134.17, EPS: 1349, PBR: 1.380105607490888)
11 (False) 하이트진로홀딩스(종가:16800) 1178493119709 - 3215078276551 > 389873652000 * 1 ?(DIV:2.08, BPS: 18398, PER: 0.0, EPS: 0, PBR: 0.0)
12 (False) 하이트진로홀딩스우(종가:15950) 0 - 0 > 7509419500 * 1 ?(DIV:2.51, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
13 (False) 두산(종가:45250) 12231406995576 - 23861138760474 > 747703533750 * 1 ?(DIV:11.49, BPS: 72969, PER: 2.07, EPS: 21900, PBR: 0.6212638243637709)
14 (False) 두산우(종가:39200) 0 - 0 > 156661310400 * 1 ?(DIV:13.39, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
15 (False) 두산2우B(종가:82600) 0 - 0 > 73764938800 * 1 ?(DIV:6.3, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
16 (False) 성창기업지주(종가:1730) 77433384528 - 173336300190 > 120670268000 * 1 ?(DIV:0.0, BPS: 7529, PER: 0.0, EPS: 0, PBR: 0.0)
17 (False) 대림산업(종가:82600) 6964202161877 - 7252235874410 > 2874480000000 * 1 ?(DIV:1.57, BPS: 153815, PER: 4.8, EPS: 17223, PBR: 0.5374664369534831)
18 (False) 대림산업우(종가:44050) 0 - 0 > 167390000000 * 1 ?(DIV:3.06, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
19 (False) 유유제약(종가:15300) 64572811701 - 49570088149 > 109208538900 * 1 ?(DIV:1.37, BPS: 11570, PER: 20.24, EPS: 756, PBR: 1.3225099394987034)
20 (False) 유유제약1우(종가:15650) 0 - 0 > 17738727250 * 1 ?(DIV:1.41, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
21 (False) 유유제약2우B(종가:35300) 0 - 0 > 5792024000 * 1 ?(DIV:0.62, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
22 (False) 일동홀딩스(종가:8900) 263893618237 - 488058262546 > 102709560000 * 1 ?(DIV:1.12, BPS: 11931, PER: 0.0, EPS: 0, PBR: 0.0)
23 (False) 한국테크놀로지그룹(종가:16350) 571459072682 - 328364432813 > 1520879828550 * 1 ?(DIV:2.14, BPS: 35269, PER: 9.91, EPS: 1650, PBR: 0.46362244463976865)
24 (False) 삼천당제약(종가:54500) 163085830081 - 67063180756 > 1240858234500 * 1 ?(DIV:0.09, BPS: 7142, PER: 111.68, EPS: 488, PBR: 7.630893307196864)
25 (False) 기아차(종가:47150) 0 - 0 > 19112881811050 * 1 ?(DIV:2.44, BPS: 71487, PER: 10.35, EPS: 4556, PBR: 0.6596248268916026)
26 (False) 대유플러스(종가:834) 192993217486 - 292889821508 > 95566753956 * 1 ?(DIV:0.0, BPS: 953, PER: 5.49, EPS: 152, PBR: 0.8756348373557188)
27 (False) 노루홀딩스(종가:9130) 483431207028 - 475994030624 > 121348208630 * 1 ?(DIV:4.38, BPS: 27108, PER: 20.8, EPS: 439, PBR: 0.33684521174561016)
28 (False) 노루홀딩스우(종가:17850) 0 - 0 > 3306712500 * 1 ?(DIV:2.27, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
29 (False) 한화손해보험(종가:2735) 0 - 0 > 319280932525 * 1 ?(DIV:0.0, BPS: 12154, PER: 0.0, EPS: 0, PBR: 0.0)
30 (False) 삼화페인트(종가:4905) 0 - 0 > 129682073655 * 1 ?(DIV:2.55, BPS: 10625, PER: 29.37, EPS: 167, PBR: 0.4616272941176471)
31 (False) 롯데손해보험(종가:1600) 0 - 0 > 496538112000 * 1 ?(DIV:0.0, BPS: 3112, PER: 0.0, EPS: 0, PBR: 0.0)
32 (False) 대원강업(종가:4300) 310216710116 - 449278744183 > 266600000000 * 1 ?(DIV:2.67, BPS: 7743, PER: 16.67, EPS: 258, PBR: 0.5554513754358776)
33 (False) 중앙에너비스(종가:8240) 2955231220 - 15036400705 > 51311551200 * 1 ?(DIV:1.94, BPS: 7246, PER: 62.42, EPS: 132, PBR: 1.1371018492961635)
34 (False) 조선내화(종가:73100) 381734973570 - 424074348271 > 292400000000 * 1 ?(DIV:5.47, BPS: 147942, PER: 9.76, EPS: 7493, PBR: 0.49432669559692305)
35 (False) 대동공업(종가:6520) 544225013970 - 670698135111 > 154707929200 * 1 ?(DIV:0.92, BPS: 9019, PER: 43.47, EPS: 150, PBR: 0.7229737221421444)
36 (False) 가온전선(종가:22400) 336361053986 - 330984300606 > 93191772800 * 1 ?(DIV:2.68, BPS: 61708, PER: 16.1, EPS: 1391, PBR: 0.3629205289427627)
37 (False) 삼일제약(종가:22050) 77234248888 - 119783038294 > 146460973050 * 1 ?(DIV:0.68, BPS: 9580, PER: 170.93, EPS: 129, PBR: 2.3016670146137788)
38 (False) 흥국화재(종가:2810) 0 - 0 > 180521832450 * 1 ?(DIV:0.0, BPS: 10926, PER: 5.51, EPS: 510, PBR: 0.2571938495332235)
39 (False) 흥국화재우(종가:14550) 0 - 0 > 11174400000 * 1 ?(DIV:0.0, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
40 (False) 흥국화재2우B(종가:24900) 0 - 0 > 3824640000 * 1 ?(DIV:0.0, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
41 (True) CS홀딩스(종가:55900) 197943960802 - 30313644729 > 64535543800 * 1 ?(DIV:0.89, BPS: 195584, PER: 6.63, EPS: 8435, PBR: 0.28593366533049736)
42 (False) 동아쏘시오홀딩스(종가:114000) 0 - 588373755490 > 699765858000 * 1 ?(DIV:0.88, BPS: 121392, PER: 35.4, EPS: 3220, PBR: 0.9390075128509292)
43 (False) 천일고속(종가:69900) 0 - 0 > 99902478000 * 1 ?(DIV:7.15, BPS: 35686, PER: 138.14, EPS: 506, PBR: 1.9587188253096453)
44 (False) SK하이닉스(종가:85300) 15799759000000 - 18895063000000 > 62098601734500 * 1 ?(DIV:1.17, BPS: 65836, PER: 28.98, EPS: 2943, PBR: 1.2954635761589404)
45 (False) 영풍(종가:487500) 1427478146058 - 1076558772886 > 897994500000 * 1 ?(DIV:2.05, BPS: 1767872, PER: 3.6, EPS: 135469, PBR: 0.2758618271006046)
46 (False) LS네트웍스(종가:2095) 281381408233 - 659617239368 > 165092318520 * 1 ?(DIV:0.0, BPS: 6590, PER: 0.0, EPS: 0, PBR: 0.0)
47 (False) 유수홀딩스(종가:5370) 227909275731 - 223399661870 > 139844530440 * 1 ?(DIV:0.0, BPS: 8702, PER: 32.94, EPS: 163, PBR: 0.6170098827855665)
48 (True) 현대건설(종가:31100) 14483130000000 - 10586072000000 > 3463164291500 * 1 ?(DIV:1.93, BPS: 59778, PER: 8.51, EPS: 3656, PBR: 0.5204683997457258)
49 (False) 현대건설우(종가:185500) 0 - 0 > 18337788000 * 1 ?(DIV:0.35, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
50 (False) 이화산업(종가:14300) 51528803627 - 113028094270 > 40040000000 * 1 ?(DIV:0.0, BPS: 36329, PER: 0.0, EPS: 0, PBR: 0.0)
51 (False) 삼성화재(종가:180500) 0 - 0 > 8551158078500 * 1 ?(DIV:4.71, BPS: 282791, PER: 11.93, EPS: 15126, PBR: 0.6381150036599467)
52 (False) 삼성화재우(종가:139000) 0 - 0 > 443688000000 * 1 ?(DIV:6.12, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
53 (True) 화천기공(종가:30650) 180607998648 - 89115881844 > 67430000000 * 1 ?(DIV:4.08, BPS: 134845, PER: 9.05, EPS: 3388, PBR: 0.22738255033557048)
54 (False) 강남제비스코(종가:15550) 194711628950 - 127648857744 > 101075000000 * 1 ?(DIV:3.22, BPS: 81019, PER: 6.91, EPS: 2250, PBR: 0.1918994309976672)
55 (False) 한화(종가:25600) 17086578000000 - 168431971000000 > 1918943616000 * 1 ?(DIV:2.73, BPS: 45198, PER: 24.36, EPS: 1051, PBR: 0.566448957918492)
56 (False) 한화우(종가:47300) 0 - 0 > 22670606200 * 1 ?(DIV:1.59, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
57 (False) 한화3우B(종가:13150) 0 - 0 > 295506800000 * 1 ?(DIV:5.7, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
58 (False) 보해양조(종가:850) 55274291723 - 77211481916 > 108331967050 * 1 ?(DIV:0.0, BPS: 635, PER: 0.0, EPS: 0, PBR: 0.0)
59 (False) 유니온(종가:7280) 129098964870 - 185205406078 > 113652586320 * 1 ?(DIV:1.37, BPS: 6355, PER: 0.0, EPS: 0, PBR: 0.0)
60 (False) 전방(종가:36000) 44450978764 - 250038009826 > 60480000000 * 1 ?(DIV:0.0, BPS: 50283, PER: 0.0, EPS: 0, PBR: 0.0)
61 (False) 한국주철관(종가:8220) 0 - 0 > 187420110000 * 1 ?(DIV:2.43, BPS: 11819, PER: 14.05, EPS: 585, PBR: 0.6954268550638802)
62 (False) DB하이텍(종가:36100) 475541647342 - 462647411891 > 1602789026800 * 1 ?(DIV:0.97, BPS: 14483, PER: 14.98, EPS: 2410, PBR: 2.4927017883035285)
63 (False) DB하이텍1우(종가:135500) 0 - 0 > 15218818000 * 1 ?(DIV:0.3, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
64 (False) 신라섬유(종가:2245) 0 - 0 > 54503077300 * 1 ?(DIV:0.0, BPS: 595, PER: 249.44, EPS: 9, PBR: 3.773042016806723)
65 (False) 페이퍼코리아(종가:1790) 384430979992 - 620103534754 > 62947641200 * 1 ?(DIV:0.0, BPS: 436, PER: 0.0, EPS: 0, PBR: 0.0)
66 (False) CJ(종가:80200) 11471234111000 - 26156194583000 > 2339995239600 * 1 ?(DIV:2.31, BPS: 126448, PER: 9.73, EPS: 8240, PBR: 0.6340566873339238)
67 (False) CJ우(종가:47450) 0 - 0 > 107247581350 * 1 ?(DIV:4.0, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
68 (False) CJ4우(전환)(종가:58700) 0 - 0 > 248096254400 * 1 ?(DIV:3.24, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
69 (False) JW중외제약(종가:31950) 337062073888 - 351405915935 > 668395725300 * 1 ?(DIV:1.02, BPS: 10345, PER: 0.0, EPS: 0, PBR: 0.0)
70 (False) JW중외제약우(종가:55100) 0 - 0 > 9497091100 * 1 ?(DIV:0.64, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
71 (False) JW중외제약2우B(종가:73000) 0 - 0 > 6597302000 * 1 ?(DIV:0.48, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
72 (False) 대한방직(종가:33550) 103699018034 - 77355729458 > 177815000000 * 1 ?(DIV:0.0, BPS: 23893, PER: 0.0, EPS: 0, PBR: 0.0)
73 (False) 만호제강(종가:14800) 0 - 0 > 61420000000 * 1 ?(DIV:1.35, BPS: 55516, PER: 42.29, EPS: 350, PBR: 0.26661683118380286)
74 (False) LG상사(종가:15150) 2920398128622 - 3544248137823 > 587214000000 * 1 ?(DIV:1.98, BPS: 30224, PER: 20.5, EPS: 739, PBR: 0.5012407358390683)
75 (False) 대한제분(종가:152500) 436964404476 - 255988824552 > 257725000000 * 1 ?(DIV:1.31, BPS: 449614, PER: 14.96, EPS: 10196, PBR: 0.33925135783138427)
76 (False) 국보(종가:2160) 75010244394 - 96978243497 > 106653121200 * 1 ?(DIV:0.0, BPS: 1333, PER: 0.0, EPS: 0, PBR: 0.0)
77 (False) 유진투자증권(종가:3690) 0 - 0 > 357437082420 * 1 ?(DIV:1.9, BPS: 8151, PER: 8.64, EPS: 427, PBR: 0.4526168568273832)
78 (False) 금호전기(종가:4600) 38711043788 - 61380624989 > 55116372000 * 1 ?(DIV:0.0, BPS: 3098, PER: 0.0, EPS: 0, PBR: 0.0)
79 (False) 동국제강(종가:6550) 1861586539664 - 3504438268814 > 625084427350 * 1 ?(DIV:0.0, BPS: 19382, PER: 0.0, EPS: 0, PBR: 0.0)
80 (False) GS글로벌(종가:1650) 798678589145 - 900298826995 > 136180710600 * 1 ?(DIV:0.0, BPS: 4351, PER: 0.0, EPS: 0, PBR: 0.0)
81 (False) 남광토건(종가:9970) 137183455543 - 144142526405 > 97991251670 * 1 ?(DIV:0.0, BPS: 5379, PER: 25.3, EPS: 394, PBR: 1.8531697341513294)
82 (False) 부국증권(종가:20300) 0 - 0 > 210508685800 * 1 ?(DIV:5.91, BPS: 36295, PER: 6.61, EPS: 3070, PBR: 0.5591045598567296)
83 (False) 부국증권우(종가:19300) 0 - 0 > 57900000000 * 1 ?(DIV:6.48, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
84 (False) 상상인증권(종가:1000) 0 - 0 > 96108437000 * 1 ?(DIV:0.0, BPS: 1587, PER: 0.0, EPS: 0, PBR: 0.0)
85 (False) 백광산업(종가:3335) 52818582836 - 153935938332 > 149802887345 * 1 ?(DIV:2.25, BPS: 3726, PER: 8.94, EPS: 373, PBR: 0.8949597423510467)
86 (False) 삼성제약(종가:3700) 0 - 0 > 227733938100 * 1 ?(DIV:0.0, BPS: 2421, PER: 31.36, EPS: 118, PBR: 1.5284923585295334)
87 (False) SG충방(종가:1820) 46348115412 - 72847465760 > 81834740260 * 1 ?(DIV:0.0, BPS: 2893, PER: 107.06, EPS: 17, PBR: 0.6291116488074663)
88 (False) KG케미칼(종가:19300) 1366055260526 - 2728346012081 > 251155377600 * 1 ?(DIV:1.81, BPS: 26210, PER: 2.51, EPS: 7691, PBR: 0.7365284242655475)
89 (False) 태원물산(종가:4035) 0 - 0 > 30666000000 * 1 ?(DIV:2.11, BPS: 4237, PER: 55.27, EPS: 73, PBR: 0.9522563134293132)
90 (False) 세아베스틸(종가:9830) 1421184056990 - 1717879794524 > 352524629770 * 1 ?(DIV:3.05, BPS: 51512, PER: 20.35, EPS: 483, PBR: 0.19081087901848115)
91 (False) 대한전선(종가:878) 691172012000 - 920608549000 > 751983301902 * 1 ?(DIV:0.0, BPS: 345, PER: 0.0, EPS: 0, PBR: 0.0)
92 (False) 현대해상(종가:23200) 0 - 0 > 2074080000000 * 1 ?(DIV:3.79, BPS: 50452, PER: 7.34, EPS: 3161, PBR: 0.4598775073337033)
93 (False) BYC(종가:219500) 117281603737 - 254054471239 > 137102992500 * 1 ?(DIV:0.5, BPS: 517079, PER: 6.6, EPS: 33265, PBR: 0.42459469442773734)
94 (False) BYC우(종가:119000) 0 - 0 > 25630815000 * 1 ?(DIV:0.97, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
95 (False) 삼부토건(종가:2525) 271559750754 - 232201740776 > 347304579200 * 1 ?(DIV:0.0, BPS: 1531, PER: 41.39, EPS: 61, PBR: 1.6491116917047681)
96 (False) 현대차증권(종가:10200) 0 - 0 > 299238532200 * 1 ?(DIV:5.88, BPS: 25525, PER: 4.41, EPS: 2315, PBR: 0.39996669931439766)
97 (False) SK증권(종가:698) 0 - 0 > 329867939358 * 1 ?(DIV:1.43, BPS: 1197, PER: 10.42, EPS: 67, PBR: 0.5832414369256474)
98 (False) SK증권우(종가:5830) 0 - 0 > 22809956620 * 1 ?(DIV:0.26, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
99 (False) 동양(종가:1140) 393139559236 - 201654496782 > 272099831820 * 1 ?(DIV:3.51, BPS: 3428, PER: 0.0, EPS: 0, PBR: 0.0)
100 (False) 동양우(종가:7830) 0 - 0 > 4836833730 * 1 ?(DIV:1.15, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
101 (False) 동양2우B(종가:13750) 0 - 0 > 4242823750 * 1 ?(DIV:1.09, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
102 (False) 동양3우B(종가:30000) 0 - 0 > 2691660000 * 1 ?(DIV:0.5, BPS: 0, PER: 0.0, EPS: 0, PBR: 0.0)
103 (False) DI동일(종가:84800) 0 - 0 > 209083643200 * 1 ?(DIV:1.77, BPS: 199541, PER: 12.31, EPS: 6888, PBR: 0.42493161806345564)
104 (False) 안국약품(종가:13250) 147348151407 - 63895624344 > 172812065000 * 1 ?(DIV:1.66, BPS: 11366, PER: 59.95, EPS: 221, PBR: 1.1656651416505368)
105 (False) 조비(종가:19450) 0 - 0 > 100989048550 * 1 ?(DIV:0.0, BPS: 9237, PER: 0.0, EPS: 0, PBR: 0.0)
106 (False) 제일연마(종가:6670) 54464607679 - 20588708379 > 66700000000 * 1 ?(DIV:3.3, BPS: 8396, PER: 7.82, EPS: 853, PBR: 0.7944807050976656)
107 (False) 금양(종가:5030) 125071791629 - 171234915457 > 221562119050 * 1 ?(DIV:0.0, BPS: 1535, PER: 0.0, EPS: 0, PBR: 0.0)
108 (False) 케이비아이동국실업(종가:637) 213374491507 - 386899703173 > 42068799864 * 1 ?(DIV:0.0, BPS: 2665, PER: 0.0, EPS: 0, PBR: 0.0)
